tfm	pack	assembly	file	kind	forwardsTo	version	publicTypes
net7.0	netcore.app	netstandard	netstandard.dll	facade	System.Runtime	2.1.0.0	0
net7.0	netcore.app	System	System.dll	facade	System.ComponentModel.TypeConverter	4.0.0.0	0
net7.0	netcore.app	System.AppContext	System.AppContext.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Buffers	System.Buffers.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Collections	System.Collections.dll	impl		7.0.0.0	17
net7.0	netcore.app	System.Collections.Concurrent	System.Collections.Concurrent.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Collections.Immutable	System.Collections.Immutable.dll	impl		7.0.0.0	23
net7.0	netcore.app	System.Collections.NonGeneric	System.Collections.NonGeneric.dll	impl		7.0.0.0	9
net7.0	netcore.app	System.Collections.Specialized	System.Collections.Specialized.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.ComponentModel	System.ComponentModel.dll	impl		7.0.0.0	5
net7.0	netcore.app	System.ComponentModel.Annotations	System.ComponentModel.Annotations.dll	impl		7.0.0.0	43
net7.0	netcore.app	System.ComponentModel.DataAnnotations	System.ComponentModel.DataAnnotations.dll	facade	System.ComponentModel.Annotations	4.0.0.0	0
net7.0	netcore.app	System.ComponentModel.EventBasedAsync	System.ComponentModel.EventBasedAsync.dll	impl		7.0.0.0	11
net7.0	netcore.app	System.ComponentModel.Primitives	System.ComponentModel.Primitives.dll	impl		7.0.0.0	30
net7.0	netcore.app	System.ComponentModel.TypeConverter	System.ComponentModel.TypeConverter.dll	impl		7.0.0.0	214
net7.0	netcore.app	System.Configuration	System.Configuration.dll	facade	System.Configuration.ConfigurationManager	4.0.0.0	0
net7.0	netcore.app	System.Console	System.Console.dll	impl		7.0.0.0	8
net7.0	netcore.app	System.Core	System.Core.dll	facade	System.Linq.Expressions	4.0.0.0	0
net7.0	netcore.app	System.Data	System.Data.dll	facade	System.Data.Common	4.0.0.0	0
net7.0	netcore.app	System.Data.Common	System.Data.Common.dll	impl		7.0.0.0	171
net7.0	netcore.app	System.Data.DataSetExtensions	System.Data.DataSetExtensions.dll	facade	System.Data.Common	4.0.0.0	0
net7.0	netcore.app	System.Diagnostics.Contracts	System.Diagnostics.Contracts.dll	facade	System.Private.CoreLib	7.0.0.0	15
net7.0	netcore.app	System.Diagnostics.Debug	System.Diagnostics.Debug.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Diagnostics.DiagnosticSource	System.Diagnostics.DiagnosticSource.dll	impl		7.0.0.0	34
net7.0	netcore.app	System.Diagnostics.FileVersionInfo	System.Diagnostics.FileVersionInfo.dll	impl		7.0.0.0	1
net7.0	netcore.app	System.Diagnostics.Process	System.Diagnostics.Process.dll	impl		7.0.0.0	15
net7.0	netcore.app	System.Diagnostics.StackTrace	System.Diagnostics.StackTrace.dll	impl		7.0.0.0	18
net7.0	netcore.app	System.Diagnostics.TextWriterTraceListener	System.Diagnostics.TextWriterTraceListener.dll	impl		7.0.0.0	4
net7.0	netcore.app	System.Diagnostics.Tools	System.Diagnostics.Tools.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Diagnostics.TraceSource	System.Diagnostics.TraceSource.dll	impl		7.0.0.0	22
net7.0	netcore.app	System.Diagnostics.Tracing	System.Diagnostics.Tracing.dll	facade	System.Private.CoreLib	7.0.0.0	30
net7.0	netcore.app	System.Drawing	System.Drawing.dll	facade	System.Drawing.Common	4.0.0.0	0
net7.0	netcore.app	System.Drawing.Primitives	System.Drawing.Primitives.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Dynamic.Runtime	System.Dynamic.Runtime.dll	facade	System.Linq.Expressions	7.0.0.0	0
net7.0	netcore.app	System.Formats.Asn1	System.Formats.Asn1.dll	impl		7.0.0.0	9
net7.0	netcore.app	System.Formats.Tar	System.Formats.Tar.dll	impl		7.0.0.0	12
net7.0	netcore.app	System.Globalization	System.Globalization.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Globalization.Calendars	System.Globalization.Calendars.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Globalization.Extensions	System.Globalization.Extensions.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.IO	System.IO.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.IO.Compression	System.IO.Compression.dll	impl		7.0.0.0	8
net7.0	netcore.app	System.IO.Compression.Brotli	System.IO.Compression.Brotli.dll	impl		7.0.0.0	3
net7.0	netcore.app	System.IO.Compression.FileSystem	System.IO.Compression.FileSystem.dll	facade	System.IO.Compression.ZipFile	4.0.0.0	0
net7.0	netcore.app	System.IO.Compression.ZipFile	System.IO.Compression.ZipFile.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.IO.FileSystem	System.IO.FileSystem.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.IO.FileSystem.AccessControl	System.IO.FileSystem.AccessControl.dll	impl		7.0.0.0	8
net7.0	netcore.app	System.IO.FileSystem.DriveInfo	System.IO.FileSystem.DriveInfo.dll	impl		7.0.0.0	3
net7.0	netcore.app	System.IO.FileSystem.Primitives	System.IO.FileSystem.Primitives.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.IO.FileSystem.Watcher	System.IO.FileSystem.Watcher.dll	impl		7.0.0.0	11
net7.0	netcore.app	System.IO.IsolatedStorage	System.IO.IsolatedStorage.dll	impl		7.0.0.0	6
net7.0	netcore.app	System.IO.MemoryMappedFiles	System.IO.MemoryMappedFiles.dll	impl		7.0.0.0	8
net7.0	netcore.app	System.IO.Pipes	System.IO.Pipes.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.IO.Pipes.AccessControl	System.IO.Pipes.AccessControl.dll	impl		7.0.0.0	7
net7.0	netcore.app	System.IO.UnmanagedMemoryStream	System.IO.UnmanagedMemoryStream.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Linq	System.Linq.dll	impl		7.0.0.0	5
net7.0	netcore.app	System.Linq.Expressions	System.Linq.Expressions.dll	impl		7.0.0.0	77
net7.0	netcore.app	System.Linq.Parallel	System.Linq.Parallel.dll	impl		7.0.0.0	6
net7.0	netcore.app	System.Linq.Queryable	System.Linq.Queryable.dll	impl		7.0.0.0	5
net7.0	netcore.app	System.Memory	System.Memory.dll	impl		7.0.0.0	19
net7.0	netcore.app	System.Net	System.Net.dll	facade	System.Net.Primitives	4.0.0.0	0
net7.0	netcore.app	System.Net.Http	System.Net.Http.dll	impl		7.0.0.0	56
net7.0	netcore.app	System.Net.Http.Json	System.Net.Http.Json.dll	impl		7.0.0.0	3
net7.0	netcore.app	System.Net.HttpListener	System.Net.HttpListener.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Net.Mail	System.Net.Mail.dll	impl		7.0.0.0	25
net7.0	netcore.app	System.Net.NameResolution	System.Net.NameResolution.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.Net.NetworkInformation	System.Net.NetworkInformation.dll	impl		7.0.0.0	36
net7.0	netcore.app	System.Net.Ping	System.Net.Ping.dll	impl		7.0.0.0	7
net7.0	netcore.app	System.Net.Primitives	System.Net.Primitives.dll	impl		7.0.0.0	33
net7.0	netcore.app	System.Net.Quic	System.Net.Quic.dll	impl		7.0.0.0	11
net7.0	netcore.app	System.Net.Requests	System.Net.Requests.dll	impl		7.0.0.0	23
net7.0	netcore.app	System.Net.Security	System.Net.Security.dll	impl		7.0.0.0	27
net7.0	netcore.app	System.Net.ServicePoint	System.Net.ServicePoint.dll	impl		7.0.0.0	4
net7.0	netcore.app	System.Net.Sockets	System.Net.Sockets.dll	impl		7.0.0.0	31
net7.0	netcore.app	System.Net.WebClient	System.Net.WebClient.dll	impl		7.0.0.0	23
net7.0	netcore.app	System.Net.WebHeaderCollection	System.Net.WebHeaderCollection.dll	impl		7.0.0.0	3
net7.0	netcore.app	System.Net.WebProxy	System.Net.WebProxy.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.Net.WebSockets	System.Net.WebSockets.dll	impl		7.0.0.0	12
net7.0	netcore.app	System.Net.WebSockets.Client	System.Net.WebSockets.Client.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.Numerics	System.Numerics.dll	facade	System.Numerics.Vectors	4.0.0.0	0
net7.0	netcore.app	System.Numerics.Vectors	System.Numerics.Vectors.dll	facade	System.Private.CoreLib	7.0.0.0	9
net7.0	netcore.app	System.ObjectModel	System.ObjectModel.dll	impl		7.0.0.0	20
net7.0	netcore.app	System.Private.CoreLib	System.Private.CoreLib.dll	impl		7.0.0.0	1165
net7.0	netcore.app	System.Private.DataContractSerialization	System.Private.DataContractSerialization.dll	impl		7.0.0.0	41
net7.0	netcore.app	System.Private.Uri	System.Private.Uri.dll	impl		7.0.0.0	20
net7.0	netcore.app	System.Private.Xml	System.Private.Xml.dll	impl		7.0.0.0	296
net7.0	netcore.app	System.Private.Xml.Linq	System.Private.Xml.Linq.dll	impl		7.0.0.0	25
net7.0	netcore.app	System.Reflection	System.Reflection.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Reflection.DispatchProxy	System.Reflection.DispatchProxy.dll	impl		7.0.0.0	1
net7.0	netcore.app	System.Reflection.Emit	System.Reflection.Emit.dll	facade	System.Private.CoreLib	7.0.0.0	11
net7.0	netcore.app	System.Reflection.Emit.ILGeneration	System.Reflection.Emit.ILGeneration.dll	facade	System.Private.CoreLib	7.0.0.0	6
net7.0	netcore.app	System.Reflection.Emit.Lightweight	System.Reflection.Emit.Lightweight.dll	facade	System.Private.CoreLib	7.0.0.0	2
net7.0	netcore.app	System.Reflection.Extensions	System.Reflection.Extensions.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.Reflection.Metadata	System.Reflection.Metadata.dll	impl		7.0.0.0	232
net7.0	netcore.app	System.Reflection.Primitives	System.Reflection.Primitives.dll	facade	System.Private.CoreLib	7.0.0.0	7
net7.0	netcore.app	System.Reflection.TypeExtensions	System.Reflection.TypeExtensions.dll	impl		7.0.0.0	7
net7.0	netcore.app	System.Resources.Reader	System.Resources.Reader.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.Resources.ResourceManager	System.Resources.ResourceManager.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Resources.Writer	System.Resources.Writer.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.Runtime	System.Runtime.dll	facade	System.Private.CoreLib	7.0.0.0	831
net7.0	netcore.app	System.Runtime.CompilerServices.Unsafe	System.Runtime.CompilerServices.Unsafe.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Runtime.CompilerServices.VisualC	System.Runtime.CompilerServices.VisualC.dll	impl		7.0.0.0	16
net7.0	netcore.app	System.Runtime.Extensions	System.Runtime.Extensions.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Runtime.Handles	System.Runtime.Handles.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.Runtime.InteropServices	System.Runtime.InteropServices.dll	impl		7.0.0.0	164
net7.0	netcore.app	System.Runtime.InteropServices.JavaScript	System.Runtime.InteropServices.JavaScript.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Runtime.InteropServices.RuntimeInformation	System.Runtime.InteropServices.RuntimeInformation.dll	facade	System.Runtime	7.0.0.0	0
net7.0	netcore.app	System.Runtime.Intrinsics	System.Runtime.Intrinsics.dll	facade	System.Private.CoreLib	7.0.0.0	33
net7.0	netcore.app	System.Runtime.Loader	System.Runtime.Loader.dll	facade	System.Private.CoreLib	7.0.0.0	7
net7.0	netcore.app	System.Runtime.Numerics	System.Runtime.Numerics.dll	impl		7.0.0.0	2
net7.0	netcore.app	System.Runtime.Serialization	System.Runtime.Serialization.dll	facade	System.Runtime.Serialization.Xml	4.0.0.0	0
net7.0	netcore.app	System.Runtime.Serialization.Formatters	System.Runtime.Serialization.Formatters.dll	impl		7.0.0.0	16
net7.0	netcore.app	System.Runtime.Serialization.Json	System.Runtime.Serialization.Json.dll	facade	System.Private.DataContractSerialization	7.0.0.0	7
net7.0	netcore.app	System.Runtime.Serialization.Primitives	System.Runtime.Serialization.Primitives.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Runtime.Serialization.Xml	System.Runtime.Serialization.Xml.dll	facade	System.Private.DataContractSerialization	7.0.0.0	32
net7.0	netcore.app	System.Security	System.Security.dll	facade	System.Security.Cryptography.Xml	4.0.0.0	0
net7.0	netcore.app	System.Security.AccessControl	System.Security.AccessControl.dll	impl		7.0.0.0	46
net7.0	netcore.app	System.Security.Claims	System.Security.Claims.dll	impl		7.0.0.0	7
net7.0	netcore.app	System.Security.Cryptography	System.Security.Cryptography.dll	impl		7.0.0.0	193
net7.0	netcore.app	System.Security.Cryptography.Algorithms	System.Security.Cryptography.Algorithms.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.Cng	System.Security.Cryptography.Cng.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.Csp	System.Security.Cryptography.Csp.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.Encoding	System.Security.Cryptography.Encoding.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.OpenSsl	System.Security.Cryptography.OpenSsl.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.Primitives	System.Security.Cryptography.Primitives.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Cryptography.X509Certificates	System.Security.Cryptography.X509Certificates.dll	facade	System.Security.Cryptography	7.0.0.0	0
net7.0	netcore.app	System.Security.Principal	System.Security.Principal.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Security.Principal.Windows	System.Security.Principal.Windows.dll	impl		7.0.0.0	12
net7.0	netcore.app	System.Security.SecureString	System.Security.SecureString.dll	facade	System.Runtime.InteropServices	7.0.0.0	0
net7.0	netcore.app	System.ServiceModel.Web	System.ServiceModel.Web.dll	facade	System.ServiceModel.Syndication	4.0.0.0	0
net7.0	netcore.app	System.ServiceProcess	System.ServiceProcess.dll	facade	System.ServiceProcess.ServiceController	4.0.0.0	0
net7.0	netcore.app	System.Text.Encoding	System.Text.Encoding.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Text.Encoding.CodePages	System.Text.Encoding.CodePages.dll	impl		7.0.0.0	1
net7.0	netcore.app	System.Text.Encoding.Extensions	System.Text.Encoding.Extensions.dll	facade	System.Private.CoreLib	7.0.0.0	5
net7.0	netcore.app	System.Text.Encodings.Web	System.Text.Encodings.Web.dll	impl		7.0.0.0	7
net7.0	netcore.app	System.Text.Json	System.Text.Json.dll	impl		7.0.0.0	69
net7.0	netcore.app	System.Text.RegularExpressions	System.Text.RegularExpressions.dll	impl		7.0.0.0	17
net7.0	netcore.app	System.Threading	System.Threading.dll	impl		7.0.0.0	36
net7.0	netcore.app	System.Threading.Channels	System.Threading.Channels.dll	impl		7.0.0.0	10
net7.0	netcore.app	System.Threading.Overlapped	System.Threading.Overlapped.dll	facade	System.Private.CoreLib	7.0.0.0	5
net7.0	netcore.app	System.Threading.Tasks	System.Threading.Tasks.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Threading.Tasks.Dataflow	System.Threading.Tasks.Dataflow.dll	impl		7.0.0.0	23
net7.0	netcore.app	System.Threading.Tasks.Extensions	System.Threading.Tasks.Extensions.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Threading.Tasks.Parallel	System.Threading.Tasks.Parallel.dll	impl		7.0.0.0	4
net7.0	netcore.app	System.Threading.Thread	System.Threading.Thread.dll	facade	System.Private.CoreLib	7.0.0.0	14
net7.0	netcore.app	System.Threading.ThreadPool	System.Threading.ThreadPool.dll	facade	System.Private.CoreLib	7.0.0.0	5
net7.0	netcore.app	System.Threading.Timer	System.Threading.Timer.dll	facade	System.Private.CoreLib	7.0.0.0	0
net7.0	netcore.app	System.Transactions	System.Transactions.dll	facade	System.Transactions.Local	4.0.0.0	0
net7.0	netcore.app	System.Transactions.Local	System.Transactions.Local.dll	impl		7.0.0.0	34
net7.0	netcore.app	System.ValueTuple	System.ValueTuple.dll	facade	System.Runtime	4.0.3.0	0
net7.0	netcore.app	System.Web	System.Web.dll	facade	System.Web.HttpUtility	4.0.0.0	0
net7.0	netcore.app	System.Web.HttpUtility	System.Web.HttpUtility.dll	impl		7.0.0.0	1
net7.0	netcore.app	System.Windows	System.Windows.dll	facade	System.ObjectModel	4.0.0.0	0
net7.0	netcore.app	System.Xml	System.Xml.dll	facade	System.Private.Xml	4.0.0.0	0
net7.0	netcore.app	System.Xml.Linq	System.Xml.Linq.dll	facade	System.Xml.XDocument	4.0.0.0	0
net7.0	netcore.app	System.Xml.ReaderWriter	System.Xml.ReaderWriter.dll	facade	System.Private.Xml	7.0.0.0	187
net7.0	netcore.app	System.Xml.Serialization	System.Xml.Serialization.dll	facade	System.Xml.XmlSerializer	4.0.0.0	0
net7.0	netcore.app	System.Xml.XDocument	System.Xml.XDocument.dll	facade	System.Private.Xml.Linq	7.0.0.0	24
net7.0	netcore.app	System.Xml.XmlDocument	System.Xml.XmlDocument.dll	facade	System.Private.Xml	7.0.0.0	0
net7.0	netcore.app	System.Xml.XmlSerializer	System.Xml.XmlSerializer.dll	facade	System.Private.Xml	7.0.0.0	58
net7.0	netcore.app	System.Xml.XPath	System.Xml.XPath.dll	facade	System.Private.Xml	7.0.0.0	2
net7.0	netcore.app	System.Xml.XPath.XDocument	System.Xml.XPath.XDocument.dll	impl		7.0.0.0	2
net7.0	netcore.app	WindowsBase	WindowsBase.dll	facade	System.IO.Packaging	4.0.0.0	0
net8.0	aspnetcore.app	Microsoft.AspNetCore	Microsoft.AspNetCore.dll	impl		8.0.0.0	7
net8.0	aspnetcore.app	Microsoft.AspNetCore.Antiforgery	Microsoft.AspNetCore.Antiforgery.dll	impl		8.0.0.0	8
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication	Microsoft.AspNetCore.Authentication.dll	impl		8.0.0.0	37
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Abstractions	Microsoft.AspNetCore.Authentication.Abstractions.dll	impl		8.0.0.0	21
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.BearerToken	Microsoft.AspNetCore.Authentication.BearerToken.dll	impl		8.0.0.0	6
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Cookies	Microsoft.AspNetCore.Authentication.Cookies.dll	impl		8.0.0.0	14
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Core	Microsoft.AspNetCore.Authentication.Core.dll	impl		8.0.0.0	6
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.OAuth	Microsoft.AspNetCore.Authentication.OAuth.dll	impl		8.0.0.0	19
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authorization	Microsoft.AspNetCore.Authorization.dll	impl		8.0.0.0	34
net8.0	aspnetcore.app	Microsoft.AspNetCore.Authorization.Policy	Microsoft.AspNetCore.Authorization.Policy.dll	impl		8.0.0.0	9
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components	Microsoft.AspNetCore.Components.dll	impl		8.0.0.0	84
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components.Authorization	Microsoft.AspNetCore.Components.Authorization.dll	impl		8.0.0.0	9
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components.Endpoints	Microsoft.AspNetCore.Components.Endpoints.dll	impl		8.0.0.0	15
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components.Forms	Microsoft.AspNetCore.Components.Forms.dll	impl		8.0.0.0	9
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components.Server	Microsoft.AspNetCore.Components.Server.dll	impl		8.0.0.0	18
net8.0	aspnetcore.app	Microsoft.AspNetCore.Components.Web	Microsoft.AspNetCore.Components.Web.dll	impl		8.0.0.0	78
net8.0	aspnetcore.app	Microsoft.AspNetCore.Connections.Abstractions	Microsoft.AspNetCore.Connections.Abstractions.dll	impl		8.0.0.0	53
net8.0	aspnetcore.app	Microsoft.AspNetCore.CookiePolicy	Microsoft.AspNetCore.CookiePolicy.dll	impl		8.0.0.0	7
net8.0	aspnetcore.app	Microsoft.AspNetCore.Cors	Microsoft.AspNetCore.Cors.dll	impl		8.0.0.0	19
net8.0	aspnetcore.app	Microsoft.AspNetCore.Cryptography.Internal	Microsoft.AspNetCore.Cryptography.Internal.dll	impl		8.0.0.0	0
net8.0	aspnetcore.app	Microsoft.AspNetCore.Cryptography.KeyDerivation	Microsoft.AspNetCore.Cryptography.KeyDerivation.dll	impl		8.0.0.0	2
net8.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection	Microsoft.AspNetCore.DataProtection.dll	impl		8.0.0.0	64
net8.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection.Abstractions	Microsoft.AspNetCore.DataProtection.Abstractions.dll	impl		8.0.0.0	4
net8.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection.Extensions	Microsoft.AspNetCore.DataProtection.Extensions.dll	impl		8.0.0.0	3
net8.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics	Microsoft.AspNetCore.Diagnostics.dll	impl		8.0.0.0	18
net8.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics.Abstractions	Microsoft.AspNetCore.Diagnostics.Abstractions.dll	impl		8.0.0.0	9
net8.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics.HealthChecks	Microsoft.AspNetCore.Diagnostics.HealthChecks.dll	impl		8.0.0.0	4
net8.0	aspnetcore.app	Microsoft.AspNetCore.HostFiltering	Microsoft.AspNetCore.HostFiltering.dll	impl		8.0.0.0	4
net8.0	aspnetcore.app	Microsoft.AspNetCore.Hosting	Microsoft.AspNetCore.Hosting.dll	impl		8.0.0.0	15
net8.0	aspnetcore.app	Microsoft.AspNetCore.Hosting.Abstractions	Microsoft.AspNetCore.Hosting.Abstractions.dll	impl		8.0.0.0	16
net8.0	aspnetcore.app	Microsoft.AspNetCore.Hosting.Server.Abstractions	Microsoft.AspNetCore.Hosting.Server.Abstractions.dll	impl		8.0.0.0	6
net8.0	aspnetcore.app	Microsoft.AspNetCore.Html.Abstractions	Microsoft.AspNetCore.Html.Abstractions.dll	impl		8.0.0.0	8
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http	Microsoft.AspNetCore.Http.dll	impl		8.0.0.0	42
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Abstractions	Microsoft.AspNetCore.Http.Abstractions.dll	impl		8.0.0.0	88
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Connections	Microsoft.AspNetCore.Http.Connections.dll	impl		8.0.0.0	12
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Connections.Common	Microsoft.AspNetCore.Http.Connections.Common.dll	impl		8.0.0.0	5
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Extensions	Microsoft.AspNetCore.Http.Extensions.dll	impl		8.0.0.0	23
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Features	Microsoft.AspNetCore.Http.Features.dll	impl		8.0.0.0	46
net8.0	aspnetcore.app	Microsoft.AspNetCore.Http.Results	Microsoft.AspNetCore.Http.Results.dll	impl		8.0.0.0	45
net8.0	aspnetcore.app	Microsoft.AspNetCore.HttpLogging	Microsoft.AspNetCore.HttpLogging.dll	impl		8.0.0.0	11
net8.0	aspnetcore.app	Microsoft.AspNetCore.HttpOverrides	Microsoft.AspNetCore.HttpOverrides.dll	impl		8.0.0.0	13
net8.0	aspnetcore.app	Microsoft.AspNetCore.HttpsPolicy	Microsoft.AspNetCore.HttpsPolicy.dll	impl		8.0.0.0	8
net8.0	aspnetcore.app	Microsoft.AspNetCore.Identity	Microsoft.AspNetCore.Identity.dll	impl		8.0.0.0	32
net8.0	aspnetcore.app	Microsoft.AspNetCore.Localization	Microsoft.AspNetCore.Localization.dll	impl		8.0.0.0	15
net8.0	aspnetcore.app	Microsoft.AspNetCore.Localization.Routing	Microsoft.AspNetCore.Localization.Routing.dll	impl		8.0.0.0	1
net8.0	aspnetcore.app	Microsoft.AspNetCore.Metadata	Microsoft.AspNetCore.Metadata.dll	impl		8.0.0.0	2
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc	Microsoft.AspNetCore.Mvc.dll	impl		8.0.0.0	1
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Abstractions	Microsoft.AspNetCore.Mvc.Abstractions.dll	impl		8.0.0.0	123
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.ApiExplorer	Microsoft.AspNetCore.Mvc.ApiExplorer.dll	impl		8.0.0.0	8
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Core	Microsoft.AspNetCore.Mvc.Core.dll	impl		8.0.0.0	403
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Cors	Microsoft.AspNetCore.Mvc.Cors.dll	impl		8.0.0.0	2
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.DataAnnotations	Microsoft.AspNetCore.Mvc.DataAnnotations.dll	impl		8.0.0.0	11
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Formatters.Json	Microsoft.AspNetCore.Mvc.Formatters.Json.dll	facade	Microsoft.AspNetCore.Mvc.Core	8.0.0.0	0
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Formatters.Xml	Microsoft.AspNetCore.Mvc.Formatters.Xml.dll	impl		8.0.0.0	22
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Localization	Microsoft.AspNetCore.Mvc.Localization.dll	impl		8.0.0.0	12
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Razor	Microsoft.AspNetCore.Mvc.Razor.dll	impl		8.0.0.0	46
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.RazorPages	Microsoft.AspNetCore.Mvc.RazorPages.dll	impl		8.0.0.0	68
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.TagHelpers	Microsoft.AspNetCore.Mvc.TagHelpers.dll	impl		8.0.0.0	36
net8.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.ViewFeatures	Microsoft.AspNetCore.Mvc.ViewFeatures.dll	impl		8.0.0.0	135
net8.0	aspnetcore.app	Microsoft.AspNetCore.OutputCaching	Microsoft.AspNetCore.OutputCaching.dll	impl		8.0.0.0	12
net8.0	aspnetcore.app	Microsoft.AspNetCore.RateLimiting	Microsoft.AspNetCore.RateLimiting.dll	impl		8.0.0.0	9
net8.0	aspnetcore.app	Microsoft.AspNetCore.Razor	Microsoft.AspNetCore.Razor.dll	impl		8.0.0.0	20
net8.0	aspnetcore.app	Microsoft.AspNetCore.Razor.Runtime	Microsoft.AspNetCore.Razor.Runtime.dll	impl		8.0.0.0	13
net8.0	aspnetcore.app	Microsoft.AspNetCore.RequestDecompression	Microsoft.AspNetCore.RequestDecompression.dll	impl		8.0.0.0	5
net8.0	aspnetcore.app	Microsoft.AspNetCore.ResponseCaching	Microsoft.AspNetCore.ResponseCaching.dll	impl		8.0.0.0	5
net8.0	aspnetcore.app	Microsoft.AspNetCore.ResponseCaching.Abstractions	Microsoft.AspNetCore.ResponseCaching.Abstractions.dll	impl		8.0.0.0	1
