tfm	pack	assembly	file	kind	forwardsTo	version	publicTypes
net6.0	aspnetcore.app	Microsoft.AspNetCore	Microsoft.AspNetCore.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.AspNetCore.Antiforgery	Microsoft.AspNetCore.Antiforgery.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authentication	Microsoft.AspNetCore.Authentication.dll	impl		6.0.0.0	36
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Abstractions	Microsoft.AspNetCore.Authentication.Abstractions.dll	impl		6.0.0.0	19
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Cookies	Microsoft.AspNetCore.Authentication.Cookies.dll	impl		6.0.0.0	14
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.Core	Microsoft.AspNetCore.Authentication.Core.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authentication.OAuth	Microsoft.AspNetCore.Authentication.OAuth.dll	impl		6.0.0.0	19
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authorization	Microsoft.AspNetCore.Authorization.dll	impl		6.0.0.0	32
net6.0	aspnetcore.app	Microsoft.AspNetCore.Authorization.Policy	Microsoft.AspNetCore.Authorization.Policy.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.AspNetCore.Components	Microsoft.AspNetCore.Components.dll	impl		6.0.0.0	67
net6.0	aspnetcore.app	Microsoft.AspNetCore.Components.Authorization	Microsoft.AspNetCore.Components.Authorization.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.AspNetCore.Components.Forms	Microsoft.AspNetCore.Components.Forms.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.AspNetCore.Components.Server	Microsoft.AspNetCore.Components.Server.dll	impl		6.0.0.0	15
net6.0	aspnetcore.app	Microsoft.AspNetCore.Components.Web	Microsoft.AspNetCore.Components.Web.dll	impl		6.0.0.0	59
net6.0	aspnetcore.app	Microsoft.AspNetCore.Connections.Abstractions	Microsoft.AspNetCore.Connections.Abstractions.dll	impl		6.0.0.0	45
net6.0	aspnetcore.app	Microsoft.AspNetCore.CookiePolicy	Microsoft.AspNetCore.CookiePolicy.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.AspNetCore.Cors	Microsoft.AspNetCore.Cors.dll	impl		6.0.0.0	19
net6.0	aspnetcore.app	Microsoft.AspNetCore.Cryptography.Internal	Microsoft.AspNetCore.Cryptography.Internal.dll	impl		6.0.0.0	0
net6.0	aspnetcore.app	Microsoft.AspNetCore.Cryptography.KeyDerivation	Microsoft.AspNetCore.Cryptography.KeyDerivation.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection	Microsoft.AspNetCore.DataProtection.dll	impl		6.0.0.0	64
net6.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection.Abstractions	Microsoft.AspNetCore.DataProtection.Abstractions.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.AspNetCore.DataProtection.Extensions	Microsoft.AspNetCore.DataProtection.Extensions.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics	Microsoft.AspNetCore.Diagnostics.dll	impl		6.0.0.0	17
net6.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics.Abstractions	Microsoft.AspNetCore.Diagnostics.Abstractions.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.AspNetCore.Diagnostics.HealthChecks	Microsoft.AspNetCore.Diagnostics.HealthChecks.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.AspNetCore.HostFiltering	Microsoft.AspNetCore.HostFiltering.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.AspNetCore.Hosting	Microsoft.AspNetCore.Hosting.dll	impl		6.0.0.0	15
net6.0	aspnetcore.app	Microsoft.AspNetCore.Hosting.Abstractions	Microsoft.AspNetCore.Hosting.Abstractions.dll	impl		6.0.0.0	16
net6.0	aspnetcore.app	Microsoft.AspNetCore.Hosting.Server.Abstractions	Microsoft.AspNetCore.Hosting.Server.Abstractions.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.AspNetCore.Html.Abstractions	Microsoft.AspNetCore.Html.Abstractions.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http	Microsoft.AspNetCore.Http.dll	impl		6.0.0.0	34
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Abstractions	Microsoft.AspNetCore.Http.Abstractions.dll	impl		6.0.0.0	56
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Connections	Microsoft.AspNetCore.Http.Connections.dll	impl		6.0.0.0	12
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Connections.Common	Microsoft.AspNetCore.Http.Connections.Common.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Extensions	Microsoft.AspNetCore.Http.Extensions.dll	impl		6.0.0.0	19
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Features	Microsoft.AspNetCore.Http.Features.dll	impl		6.0.0.0	41
net6.0	aspnetcore.app	Microsoft.AspNetCore.Http.Results	Microsoft.AspNetCore.Http.Results.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.AspNetCore.HttpLogging	Microsoft.AspNetCore.HttpLogging.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.AspNetCore.HttpOverrides	Microsoft.AspNetCore.HttpOverrides.dll	impl		6.0.0.0	13
net6.0	aspnetcore.app	Microsoft.AspNetCore.HttpsPolicy	Microsoft.AspNetCore.HttpsPolicy.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.AspNetCore.Identity	Microsoft.AspNetCore.Identity.dll	impl		6.0.0.0	18
net6.0	aspnetcore.app	Microsoft.AspNetCore.Localization	Microsoft.AspNetCore.Localization.dll	impl		6.0.0.0	15
net6.0	aspnetcore.app	Microsoft.AspNetCore.Localization.Routing	Microsoft.AspNetCore.Localization.Routing.dll	impl		6.0.0.0	1
net6.0	aspnetcore.app	Microsoft.AspNetCore.Metadata	Microsoft.AspNetCore.Metadata.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc	Microsoft.AspNetCore.Mvc.dll	impl		6.0.0.0	1
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Abstractions	Microsoft.AspNetCore.Mvc.Abstractions.dll	impl		6.0.0.0	123
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.ApiExplorer	Microsoft.AspNetCore.Mvc.ApiExplorer.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Core	Microsoft.AspNetCore.Mvc.Core.dll	impl		6.0.0.0	394
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Cors	Microsoft.AspNetCore.Mvc.Cors.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.DataAnnotations	Microsoft.AspNetCore.Mvc.DataAnnotations.dll	impl		6.0.0.0	11
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Formatters.Json	Microsoft.AspNetCore.Mvc.Formatters.Json.dll	facade	Microsoft.AspNetCore.Mvc.Core	6.0.0.0	0
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Formatters.Xml	Microsoft.AspNetCore.Mvc.Formatters.Xml.dll	impl		6.0.0.0	22
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Localization	Microsoft.AspNetCore.Mvc.Localization.dll	impl		6.0.0.0	12
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.Razor	Microsoft.AspNetCore.Mvc.Razor.dll	impl		6.0.0.0	46
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.RazorPages	Microsoft.AspNetCore.Mvc.RazorPages.dll	impl		6.0.0.0	68
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.TagHelpers	Microsoft.AspNetCore.Mvc.TagHelpers.dll	impl		6.0.0.0	36
net6.0	aspnetcore.app	Microsoft.AspNetCore.Mvc.ViewFeatures	Microsoft.AspNetCore.Mvc.ViewFeatures.dll	impl		6.0.0.0	134
net6.0	aspnetcore.app	Microsoft.AspNetCore.Razor	Microsoft.AspNetCore.Razor.dll	impl		6.0.0.0	20
net6.0	aspnetcore.app	Microsoft.AspNetCore.Razor.Runtime	Microsoft.AspNetCore.Razor.Runtime.dll	impl		6.0.0.0	13
net6.0	aspnetcore.app	Microsoft.AspNetCore.ResponseCaching	Microsoft.AspNetCore.ResponseCaching.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.ResponseCaching.Abstractions	Microsoft.AspNetCore.ResponseCaching.Abstractions.dll	impl		6.0.0.0	1
net6.0	aspnetcore.app	Microsoft.AspNetCore.ResponseCompression	Microsoft.AspNetCore.ResponseCompression.dll	impl		6.0.0.0	13
net6.0	aspnetcore.app	Microsoft.AspNetCore.Rewrite	Microsoft.AspNetCore.Rewrite.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.AspNetCore.Routing	Microsoft.AspNetCore.Routing.dll	impl		6.0.0.0	132
net6.0	aspnetcore.app	Microsoft.AspNetCore.Routing.Abstractions	Microsoft.AspNetCore.Routing.Abstractions.dll	impl		6.0.0.0	14
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.HttpSys	Microsoft.AspNetCore.Server.HttpSys.dll	impl		6.0.0.0	16
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.IIS	Microsoft.AspNetCore.Server.IIS.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.IISIntegration	Microsoft.AspNetCore.Server.IISIntegration.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.Kestrel	Microsoft.AspNetCore.Server.Kestrel.dll	impl		6.0.0.0	1
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.Kestrel.Core	Microsoft.AspNetCore.Server.Kestrel.Core.dll	impl		6.0.0.0	33
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.Kestrel.Transport.Quic	Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets	Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.Session	Microsoft.AspNetCore.Session.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.AspNetCore.SignalR	Microsoft.AspNetCore.SignalR.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.SignalR.Common	Microsoft.AspNetCore.SignalR.Common.dll	impl		6.0.0.0	21
net6.0	aspnetcore.app	Microsoft.AspNetCore.SignalR.Core	Microsoft.AspNetCore.SignalR.Core.dll	impl		6.0.0.0	41
net6.0	aspnetcore.app	Microsoft.AspNetCore.SignalR.Protocols.Json	Microsoft.AspNetCore.SignalR.Protocols.Json.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.AspNetCore.StaticFiles	Microsoft.AspNetCore.StaticFiles.dll	impl		6.0.0.0	20
net6.0	aspnetcore.app	Microsoft.AspNetCore.WebSockets	Microsoft.AspNetCore.WebSockets.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.AspNetCore.WebUtilities	Microsoft.AspNetCore.WebUtilities.dll	impl		6.0.0.0	20
net6.0	aspnetcore.app	Microsoft.Extensions.Caching.Abstractions	Microsoft.Extensions.Caching.Abstractions.dll	impl		6.0.0.0	16
net6.0	aspnetcore.app	Microsoft.Extensions.Caching.Memory	Microsoft.Extensions.Caching.Memory.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration	Microsoft.Extensions.Configuration.dll	impl		6.0.0.0	15
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.Abstractions	Microsoft.Extensions.Configuration.Abstractions.dll	impl		6.0.0.0	10
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.Binder	Microsoft.Extensions.Configuration.Binder.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.CommandLine	Microsoft.Extensions.Configuration.CommandLine.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.EnvironmentVariables	Microsoft.Extensions.Configuration.EnvironmentVariables.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.FileExtensions	Microsoft.Extensions.Configuration.FileExtensions.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.Ini	Microsoft.Extensions.Configuration.Ini.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.Json	Microsoft.Extensions.Configuration.Json.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.KeyPerFile	Microsoft.Extensions.Configuration.KeyPerFile.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.UserSecrets	Microsoft.Extensions.Configuration.UserSecrets.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Configuration.Xml	Microsoft.Extensions.Configuration.Xml.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.Extensions.DependencyInjection	Microsoft.Extensions.DependencyInjection.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.Extensions.DependencyInjection.Abstractions	Microsoft.Extensions.DependencyInjection.Abstractions.dll	impl		6.0.0.0	16
net6.0	aspnetcore.app	Microsoft.Extensions.Diagnostics.HealthChecks	Microsoft.Extensions.Diagnostics.HealthChecks.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions	Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.Extensions.Features	Microsoft.Extensions.Features.dll	impl		6.0.0.0	4
net6.0	aspnetcore.app	Microsoft.Extensions.FileProviders.Abstractions	Microsoft.Extensions.FileProviders.Abstractions.dll	impl		6.0.0.0	7
net6.0	aspnetcore.app	Microsoft.Extensions.FileProviders.Composite	Microsoft.Extensions.FileProviders.Composite.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.Extensions.FileProviders.Embedded	Microsoft.Extensions.FileProviders.Embedded.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.FileProviders.Physical	Microsoft.Extensions.FileProviders.Physical.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.Extensions.FileSystemGlobbing	Microsoft.Extensions.FileSystemGlobbing.dll	impl		6.0.0.0	30
net6.0	aspnetcore.app	Microsoft.Extensions.Hosting	Microsoft.Extensions.Hosting.dll	impl		6.0.0.0	10
net6.0	aspnetcore.app	Microsoft.Extensions.Hosting.Abstractions	Microsoft.Extensions.Hosting.Abstractions.dll	impl		6.0.0.0	18
net6.0	aspnetcore.app	Microsoft.Extensions.Http	Microsoft.Extensions.Http.dll	impl		6.0.0.0	13
net6.0	aspnetcore.app	Microsoft.Extensions.Identity.Core	Microsoft.Extensions.Identity.Core.dll	impl		6.0.0.0	66
net6.0	aspnetcore.app	Microsoft.Extensions.Identity.Stores	Microsoft.Extensions.Identity.Stores.dll	impl		6.0.0.0	12
net6.0	aspnetcore.app	Microsoft.Extensions.Localization	Microsoft.Extensions.Localization.dll	impl		6.0.0.0	8
net6.0	aspnetcore.app	Microsoft.Extensions.Localization.Abstractions	Microsoft.Extensions.Localization.Abstractions.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.Extensions.Logging	Microsoft.Extensions.Logging.dll	impl		6.0.0.0	10
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.Abstractions	Microsoft.Extensions.Logging.Abstractions.dll	impl		6.0.0.0	20
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.Configuration	Microsoft.Extensions.Logging.Configuration.dll	impl		6.0.0.0	6
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.Console	Microsoft.Extensions.Logging.Console.dll	impl		6.0.0.0	10
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.Debug	Microsoft.Extensions.Logging.Debug.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.EventLog	Microsoft.Extensions.Logging.EventLog.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.EventSource	Microsoft.Extensions.Logging.EventSource.dll	impl		6.0.0.0	3
net6.0	aspnetcore.app	Microsoft.Extensions.Logging.TraceSource	Microsoft.Extensions.Logging.TraceSource.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.Extensions.ObjectPool	Microsoft.Extensions.ObjectPool.dll	impl		6.0.0.0	12
net6.0	aspnetcore.app	Microsoft.Extensions.Options	Microsoft.Extensions.Options.dll	impl		6.0.0.0	40
net6.0	aspnetcore.app	Microsoft.Extensions.Options.ConfigurationExtensions	Microsoft.Extensions.Options.ConfigurationExtensions.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.Extensions.Options.DataAnnotations	Microsoft.Extensions.Options.DataAnnotations.dll	impl		6.0.0.0	2
net6.0	aspnetcore.app	Microsoft.Extensions.Primitives	Microsoft.Extensions.Primitives.dll	impl		6.0.0.0	9
net6.0	aspnetcore.app	Microsoft.Extensions.WebEncoders	Microsoft.Extensions.WebEncoders.dll	impl		6.0.0.0	5
net6.0	aspnetcore.app	Microsoft.JSInterop	Microsoft.JSInterop.dll	impl		6.0.0.0	28
net6.0	aspnetcore.app	Microsoft.Net.Http.Headers	Microsoft.Net.Http.Headers.dll	impl		6.0.0.0	19
net6.0	aspnetcore.app	System.Diagnostics.EventLog	System.Diagnostics.EventLog.dll	impl		6.0.0.0	44
net6.0	aspnetcore.app	System.IO.Pipelines	System.IO.Pipelines.dll	impl		6.0.0.0	11
net6.0	aspnetcore.app	System.Security.Cryptography.Pkcs	System.Security.Cryptography.Pkcs.dll	impl		6.0.0.0	48
net6.0	aspnetcore.app	System.Security.Cryptography.Xml	System.Security.Cryptography.Xml.dll	impl		6.0.0.0	40
net6.0	netcore.app	Microsoft.CSharp	Microsoft.CSharp.dll	impl		6.0.0.0	6
net6.0	netcore.app	Microsoft.VisualBasic	Microsoft.VisualBasic.dll	facade	Microsoft.VisualBasic.Core	10.0.0.0	0
net6.0	netcore.app	Microsoft.VisualBasic.Core	Microsoft.VisualBasic.Core.dll	impl		11.0.0.0	74
net6.0	netcore.app	Microsoft.Win32.Primitives	Microsoft.Win32.Primitives.dll	impl		6.0.0.0	1
net6.0	netcore.app	Microsoft.Win32.Registry	Microsoft.Win32.Registry.dll	impl		6.0.0.0	13
net6.0	netcore.app	mscorlib	mscorlib.dll	facade	System.Private.CoreLib	4.0.0.0	0
net6.0	netcore.app	netstandard	netstandard.dll	facade	System.Runtime	2.1.0.0	0
net6.0	netcore.app	System	System.dll	facade	System.ComponentModel.TypeConverter	4.0.0.0	0
net6.0	netcore.app	System.AppContext	System.AppContext.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Buffers	System.Buffers.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Collections	System.Collections.dll	impl		6.0.0.0	17
net6.0	netcore.app	System.Collections.Concurrent	System.Collections.Concurrent.dll	impl		6.0.0.0	10
net6.0	netcore.app	System.Collections.Immutable	System.Collections.Immutable.dll	impl		6.0.0.0	23
net6.0	netcore.app	System.Collections.NonGeneric	System.Collections.NonGeneric.dll	impl		6.0.0.0	9
net6.0	netcore.app	System.Collections.Specialized	System.Collections.Specialized.dll	impl		6.0.0.0	10
net6.0	netcore.app	System.ComponentModel	System.ComponentModel.dll	impl		6.0.0.0	5
net6.0	netcore.app	System.ComponentModel.Annotations	System.ComponentModel.Annotations.dll	impl		6.0.0.0	43
net6.0	netcore.app	System.ComponentModel.DataAnnotations	System.ComponentModel.DataAnnotations.dll	facade	System.ComponentModel.Annotations	4.0.0.0	0
net6.0	netcore.app	System.ComponentModel.EventBasedAsync	System.ComponentModel.EventBasedAsync.dll	impl		6.0.0.0	11
net6.0	netcore.app	System.ComponentModel.Primitives	System.ComponentModel.Primitives.dll	impl		6.0.0.0	30
net6.0	netcore.app	System.ComponentModel.TypeConverter	System.ComponentModel.TypeConverter.dll	impl		6.0.0.0	209
net6.0	netcore.app	System.Configuration	System.Configuration.dll	facade	System.Configuration.ConfigurationManager	4.0.0.0	0
net6.0	netcore.app	System.Console	System.Console.dll	impl		6.0.0.0	8
net6.0	netcore.app	System.Core	System.Core.dll	facade	System.Linq.Expressions	4.0.0.0	0
net6.0	netcore.app	System.Data	System.Data.dll	facade	System.Data.Common	4.0.0.0	0
net6.0	netcore.app	System.Data.Common	System.Data.Common.dll	impl		6.0.0.0	170
net6.0	netcore.app	System.Data.DataSetExtensions	System.Data.DataSetExtensions.dll	facade	System.Data.Common	4.0.0.0	0
net6.0	netcore.app	System.Diagnostics.Contracts	System.Diagnostics.Contracts.dll	facade	System.Private.CoreLib	6.0.0.0	15
net6.0	netcore.app	System.Diagnostics.Debug	System.Diagnostics.Debug.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Diagnostics.DiagnosticSource	System.Diagnostics.DiagnosticSource.dll	impl		6.0.0.0	31
net6.0	netcore.app	System.Diagnostics.FileVersionInfo	System.Diagnostics.FileVersionInfo.dll	impl		6.0.0.0	1
net6.0	netcore.app	System.Diagnostics.Process	System.Diagnostics.Process.dll	impl		6.0.0.0	15
net6.0	netcore.app	System.Diagnostics.StackTrace	System.Diagnostics.StackTrace.dll	impl		6.0.0.0	18
net6.0	netcore.app	System.Diagnostics.TextWriterTraceListener	System.Diagnostics.TextWriterTraceListener.dll	impl		6.0.0.0	4
net6.0	netcore.app	System.Diagnostics.Tools	System.Diagnostics.Tools.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Diagnostics.TraceSource	System.Diagnostics.TraceSource.dll	impl		6.0.0.0	20
net6.0	netcore.app	System.Diagnostics.Tracing	System.Diagnostics.Tracing.dll	facade	System.Private.CoreLib	6.0.0.0	30
net6.0	netcore.app	System.Drawing	System.Drawing.dll	facade	System.Drawing.Common	4.0.0.0	0
net6.0	netcore.app	System.Drawing.Primitives	System.Drawing.Primitives.dll	impl		6.0.0.0	10
net6.0	netcore.app	System.Dynamic.Runtime	System.Dynamic.Runtime.dll	facade	System.Linq.Expressions	6.0.0.0	0
net6.0	netcore.app	System.Formats.Asn1	System.Formats.Asn1.dll	impl		6.0.0.0	9
net6.0	netcore.app	System.Globalization	System.Globalization.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Globalization.Calendars	System.Globalization.Calendars.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Globalization.Extensions	System.Globalization.Extensions.dll	facade	System.Runtime	6.0.0.0	0
net6.0	netcore.app	System.IO	System.IO.dll	facade	System.Runtime	6.0.0.0	0
net6.0	netcore.app	System.IO.Compression	System.IO.Compression.dll	impl		6.0.0.0	8
net6.0	netcore.app	System.IO.Compression.Brotli	System.IO.Compression.Brotli.dll	impl		6.0.0.0	3
net6.0	netcore.app	System.IO.Compression.FileSystem	System.IO.Compression.FileSystem.dll	facade	System.IO.Compression.ZipFile	4.0.0.0	0
net6.0	netcore.app	System.IO.Compression.ZipFile	System.IO.Compression.ZipFile.dll	impl		6.0.0.0	2
net6.0	netcore.app	System.IO.FileSystem	System.IO.FileSystem.dll	facade	System.Runtime	6.0.0.0	0
net6.0	netcore.app	System.IO.FileSystem.AccessControl	System.IO.FileSystem.AccessControl.dll	impl		6.0.0.0	8
net6.0	netcore.app	System.IO.FileSystem.DriveInfo	System.IO.FileSystem.DriveInfo.dll	impl		6.0.0.0	3
net6.0	netcore.app	System.IO.FileSystem.Primitives	System.IO.FileSystem.Primitives.dll	facade	System.Runtime	6.0.0.0	0
net6.0	netcore.app	System.IO.FileSystem.Watcher	System.IO.FileSystem.Watcher.dll	impl		6.0.0.0	11
net6.0	netcore.app	System.IO.IsolatedStorage	System.IO.IsolatedStorage.dll	impl		6.0.0.0	6
net6.0	netcore.app	System.IO.MemoryMappedFiles	System.IO.MemoryMappedFiles.dll	impl		6.0.0.0	8
net6.0	netcore.app	System.IO.Pipes	System.IO.Pipes.dll	impl		6.0.0.0	10
net6.0	netcore.app	System.IO.Pipes.AccessControl	System.IO.Pipes.AccessControl.dll	impl		6.0.0.0	7
net6.0	netcore.app	System.IO.UnmanagedMemoryStream	System.IO.UnmanagedMemoryStream.dll	facade	System.Private.CoreLib	6.0.0.0	0
net6.0	netcore.app	System.Linq	System.Linq.dll	impl		6.0.0.0	5
net6.0	netcore.app	System.Linq.Expressions	System.Linq.Expressions.dll	impl		6.0.0.0	77
net6.0	netcore.app	System.Linq.Parallel	System.Linq.Parallel.dll	impl		6.0.0.0	6
net6.0	netcore.app	System.Linq.Queryable	System.Linq.Queryable.dll	impl		6.0.0.0	5
net6.0	netcore.app	System.Memory	System.Memory.dll	impl		6.0.0.0	20
net6.0	netcore.app	System.Net	System.Net.dll	facade	System.Net.Primitives	4.0.0.0	0
net6.0	netcore.app	System.Net.Http	System.Net.Http.dll	impl		6.0.0.0	55
net6.0	netcore.app	System.Net.Http.Json	System.Net.Http.Json.dll	impl		6.0.0.0	3
net6.0	netcore.app	System.Net.HttpListener	System.Net.HttpListener.dll	impl		6.0.0.0	10
net6.0	netcore.app	System.Net.Mail	System.Net.Mail.dll	impl		6.0.0.0	25
net6.0	netcore.app	System.Net.NameResolution	System.Net.NameResolution.dll	impl		6.0.0.0	2
net6.0	netcore.app	System.Net.NetworkInformation	System.Net.NetworkInformation.dll	impl		6.0.0.0	36
net6.0	netcore.app	System.Net.Ping	System.Net.Ping.dll	impl		6.0.0.0	7
net6.0	netcore.app	System.Net.Primitives	System.Net.Primitives.dll	impl		6.0.0.0	33
net6.0	netcore.app	System.Net.Quic	System.Net.Quic.dll	impl		6.0.0.0	12
net6.0	netcore.app	System.Net.Requests	System.Net.Requests.dll	impl		6.0.0.0	23
net6.0	netcore.app	System.Net.Security	System.Net.Security.dll	impl		6.0.0.0	23
net6.0	netcore.app	System.Net.ServicePoint	System.Net.ServicePoint.dll	impl		6.0.0.0	4
net6.0	netcore.app	System.Net.Sockets	System.Net.Sockets.dll	impl		6.0.0.0	31
net6.0	netcore.app	System.Net.WebClient	System.Net.WebClient.dll	impl		6.0.0.0	23
net6.0	netcore.app	System.Net.WebHeaderCollection	System.Net.WebHeaderCollection.dll	impl		6.0.0.0	3
net6.0	netcore.app	System.Net.WebProxy	System.Net.WebProxy.dll	impl		6.0.0.0	2
net6.0	netcore.app	System.Net.WebSockets	System.Net.WebSockets.dll	impl		6.0.0.0	12
net6.0	netcore.app	System.Net.WebSockets.Client	System.Net.WebSockets.Client.dll	impl		6.0.0.0	2
net6.0	netcore.app	System.Numerics	System.Numerics.dll	facade	System.Numerics.Vectors	4.0.0.0	0
net6.0	netcore.app	System.Numerics.Vectors	System.Numerics.Vectors.dll	facade	System.Private.CoreLib	6.0.0.0	9
net6.0	netcore.app	System.ObjectModel	System.ObjectModel.dll	impl		6.0.0.0	21
